exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS EMPENHADAS ATÉ O BIMESTRE (b),RREO2TotalDespesas,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),150951527.51
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DESPESAS EMPENHADAS ATÉ O BIMESTRE (b),RREO2TotalDespesas,TOTAL (III) = (I + II),2806563475.35
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),94.62
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Legislativa,1.71
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU01 - Administração Geral,1.69
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU01 - Demais Subfunções,0.02
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Administração,20.76
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU04 - Administração Geral,19.33
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Controle Interno,0.01
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Tecnologia da Informação,0.15
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU04 - Demais Subfunções,1.27
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Assistência Social,0.98
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Assistência ao Idoso,0.16
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Assistência à Criança e ao Adolescente,0.07
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Assistência Comunitária,0.55
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU08 - Administração Geral,0.2
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Previdência Social,7.69
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Previdência do Regime Estatutário,7.07
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU09 - Administração Geral,0.61
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU09 - Demais Subfunções,0.01
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Saúde,20.5
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Atenção Básica,2.66
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Assistência Hospitalar e Ambulatorial,5.67
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Suporte Profilático e Terapêutico,0.41
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Vigilância Epidemiológica,0.53
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU10 - Administração Geral,9.99
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU10 - Demais Subfunções,1.24
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Trabalho,0.05
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Fomento ao Trabalho,0.05
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Educação,21.21
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Ensino Fundamental,12.37
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Educação Infantil,3.18
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Educação de Jovens e Adultos,0.02
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Educação Especial,0.02
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU12 - Administração Geral,3.95
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU12 - Demais Subfunções,1.66
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Cultura,0.75
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Patrimônio Histórico Artístico e Arqueológico,0.03
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Difusão Cultural,0.64
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU13 - Administração Geral,0.07
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Urbanismo,10.99
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Infra-Estrutura Urbana,5.02
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Serviços Urbanos,4.42
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU15 - Administração Geral,1.54
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Habitação,0.25
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Habitação Urbana,0.2
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU16 - Administração Geral,0.05
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Saneamento,0.9
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Saneamento Básico Urbano,0.9
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Gestão Ambiental,0.44
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Controle Ambiental,0.4
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU18 - Administração Geral,0.04
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Ciência e Tecnologia,0.23
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Desenvolvimento Tecnológico e Engenharia,0.23
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Agricultura,1.75
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Promoção da Produção Agropecuária,0.09
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU20 - Administração Geral,0.16
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU20 - Demais Subfunções,1.51
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Comércio e Serviços,0.06
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Promoção Comercial,0.02
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Comercialização,0.04
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Transporte,0.08
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU26 - Administração Geral,0.08
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Desporto e Lazer,0.53
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Desporto Comunitário,0.23
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU27 - Administração Geral,0.08
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,FU27 - Demais Subfunções,0.23
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Encargos Especiais,5.74
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,Outros Encargos Especiais,5.74
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),5.38
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,% (b/total b),RREO2TotalDespesas,TOTAL (III) = (I + II),100.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),465458302.19
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Legislativa,2477032.8
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU01 - Administração Geral,2477032.8
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Administração,23719386.88
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU04 - Administração Geral,20831901.04
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Controle Interno,155674.91
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Normatização e Fiscalização,568901.15
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Tecnologia da Informação,73499.74
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Ordenamento Territorial,485122.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Administração de Receitas,105000.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU04 - Demais Subfunções,1499288.04
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Assistência Social,24136008.8
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Assistência ao Idoso,134547.81
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Assistência ao Portador de Deficiência,428295.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Assistência à Criança e ao Adolescente,1583060.88
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Assistência Comunitária,20780628.55
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU08 - Administração Geral,1088502.56
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU08 - Demais Subfunções,120974.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Previdência Social,171669054.76
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Previdência do Regime Estatutário,165682587.62
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU09 - Administração Geral,5170340.74
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU09 - Demais Subfunções,816126.4
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Saúde,63940610.97
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Atenção Básica,16322647.31
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Assistência Hospitalar e Ambulatorial,18270317.21
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Suporte Profilático e Terapêutico,800462.9
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Vigilância Sanitária,237104.19
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Vigilância Epidemiológica,2962367.7
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU10 - Administração Geral,25134977.65
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU10 - Demais Subfunções,212734.01
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Trabalho,40683.43
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Fomento ao Trabalho,40683.43
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Educação,43355415.15
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Ensino Fundamental,13261798.7
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Educação Infantil,22638913.89
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Educação de Jovens e Adultos,120495.94
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Educação Especial,652893.43
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU12 - Administração Geral,4765856.18
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU12 - Demais Subfunções,1915457.01
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Cultura,4061033.42
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Patrimônio Histórico Artístico e Arqueológico,4000.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Difusão Cultural,4000279.96
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU13 - Administração Geral,54353.46
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU13 - Demais Subfunções,2400.0
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Urbanismo,83644166.71
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Infra-Estrutura Urbana,62043693.17
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,Serviços Urbanos,18190827.07
2024,RREO,6,B,Prefeitura Municipal de Porto Velho - RO,1100205,RO,461748,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,SALDO (c) = (a-b),RREO2TotalDespesas,FU15 - Administração Geral,3409646.47
